prompt,question,short_answer,question_type,story_index,qa_prompt,comp_prompt
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.,"After Vera opened the refrigerator, what would Vera expect to find in the refrigerator?",grapefruit,1stB,22,"Answer the question based on context:

Context:Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.
Question:
After Vera opened the refrigerator, what would Vera expect to find in the refrigerator?","Complete the following paragraph:
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator. After Vera opened the refrigerator, Vera would expect to find"
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.,"After Vera opened the refrigerator, what would Evaleen think Vera would expect to find in the refrigerator?",grapefruit,2ndA,22,"Answer the question based on context:

Context:Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.
Question:
After Vera opened the refrigerator, what would Evaleen think Vera would expect to find in the refrigerator?","Complete the following paragraph:
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator. After Vera opened the refrigerator, Evaleen would think Vera would expect to find"
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.,"After Vera opened the refrigerator, what would Vera think Evaleen would expect to find in the refrigerator?",grapefruit,2ndB,22,"Answer the question based on context:

Context:Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator.
Question:
After Vera opened the refrigerator, what would Vera think Evaleen would expect to find in the refrigerator?","Complete the following paragraph:
Evaleen found a refrigerator in the factory. The label on the refrigerator says grapefruit. Evaleen couldn’t see what was inside the refrigerator. Evaleen opened the refrigerator and found a key. There is no grapefruit in the refrigerator. Evaleen closed the refrigerator and put it back. Vera entered the factory and saw the refrigerator. After Vera opened the refrigerator, Vera would think Evaleen would expect to find"
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.,"After Amata opened the closet, what would Amata expect to find in the closet?",papaya,1stB,23,"Answer the question based on context:

Context:Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.
Question:
After Amata opened the closet, what would Amata expect to find in the closet?","Complete the following paragraph:
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet. After Amata opened the closet, Amata would expect to find"
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.,"After Amata opened the closet, what would Clem think Amata would expect to find in the closet?",papaya,2ndA,23,"Answer the question based on context:

Context:Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.
Question:
After Amata opened the closet, what would Clem think Amata would expect to find in the closet?","Complete the following paragraph:
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet. After Amata opened the closet, Clem would think Amata would expect to find"
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.,"After Amata opened the closet, what would Amata think Clem would expect to find in the closet?",papaya,2ndB,23,"Answer the question based on context:

Context:Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet.
Question:
After Amata opened the closet, what would Amata think Clem would expect to find in the closet?","Complete the following paragraph:
Clem found a closet in the house. The label on the closet says papaya. Clem couldn’t see what was inside the closet. Clem opened the closet and found a casette. There is no papaya in the closet. Clem closed the closet and put it back. Amata entered the house and saw the closet. After Amata opened the closet, Amata would think Clem would expect to find"
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.,"After Norina opened the bag, what would Norina expect to find in the bag?",button,1stB,24,"Answer the question based on context:

Context:Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.
Question:
After Norina opened the bag, what would Norina expect to find in the bag?","Complete the following paragraph:
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag. After Norina opened the bag, Norina would expect to find"
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.,"After Norina opened the bag, what would Lian think Norina would expect to find in the bag?",button,2ndA,24,"Answer the question based on context:

Context:Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.
Question:
After Norina opened the bag, what would Lian think Norina would expect to find in the bag?","Complete the following paragraph:
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag. After Norina opened the bag, Lian would think Norina would expect to find"
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.,"After Norina opened the bag, what would Norina think Lian would expect to find in the bag?",button,2ndB,24,"Answer the question based on context:

Context:Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag.
Question:
After Norina opened the bag, what would Norina think Lian would expect to find in the bag?","Complete the following paragraph:
Lian found a bag in the hall. The label on the bag says button. Lian couldn’t see what was inside the bag. Lian opened the bag and found a cable. There is no button in the bag. Lian closed the bag and put it back. Norina entered the hall and saw the bag. After Norina opened the bag, Norina would think Lian would expect to find"
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.,"After Norina opened the backpack, what would Norina expect to find in the backpack?",chalk,1stB,25,"Answer the question based on context:

Context:Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.
Question:
After Norina opened the backpack, what would Norina expect to find in the backpack?","Complete the following paragraph:
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack. After Norina opened the backpack, Norina would expect to find"
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.,"After Norina opened the backpack, what would Kathryne think Norina would expect to find in the backpack?",chalk,2ndA,25,"Answer the question based on context:

Context:Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.
Question:
After Norina opened the backpack, what would Kathryne think Norina would expect to find in the backpack?","Complete the following paragraph:
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack. After Norina opened the backpack, Kathryne would think Norina would expect to find"
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.,"After Norina opened the backpack, what would Norina think Kathryne would expect to find in the backpack?",chalk,2ndB,25,"Answer the question based on context:

Context:Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack.
Question:
After Norina opened the backpack, what would Norina think Kathryne would expect to find in the backpack?","Complete the following paragraph:
Kathryne found a backpack in the bathroom. The label on the backpack says chalk. Kathryne couldn’t see what was inside the backpack. Kathryne opened the backpack and found a cap. There is no chalk in the backpack. Kathryne closed the backpack and put it back. Norina entered the bathroom and saw the backpack. After Norina opened the backpack, Norina would think Kathryne would expect to find"
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.,"After Vera opened the bin, what would Vera expect to find in the bin?",bulb,1stB,26,"Answer the question based on context:

Context:Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.
Question:
After Vera opened the bin, what would Vera expect to find in the bin?","Complete the following paragraph:
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin. After Vera opened the bin, Vera would expect to find"
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.,"After Vera opened the bin, what would Clem think Vera would expect to find in the bin?",bulb,2ndA,26,"Answer the question based on context:

Context:Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.
Question:
After Vera opened the bin, what would Clem think Vera would expect to find in the bin?","Complete the following paragraph:
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin. After Vera opened the bin, Clem would think Vera would expect to find"
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.,"After Vera opened the bin, what would Vera think Clem would expect to find in the bin?",bulb,2ndB,26,"Answer the question based on context:

Context:Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin.
Question:
After Vera opened the bin, what would Vera think Clem would expect to find in the bin?","Complete the following paragraph:
Clem found a bin in the shower room. The label on the bin says bulb. Clem couldn’t see what was inside the bin. Clem opened the bin and found a sweater. There is no bulb in the bin. Clem closed the bin and put it back. Vera entered the shower room and saw the bin. After Vera opened the bin, Vera would think Clem would expect to find"
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.,"After Clem opened the box, what would Clem expect to find in the box?",banana,1stB,27,"Answer the question based on context:

Context:Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.
Question:
After Clem opened the box, what would Clem expect to find in the box?","Complete the following paragraph:
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box. After Clem opened the box, Clem would expect to find"
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.,"After Clem opened the box, what would Karalynn think Clem would expect to find in the box?",banana,2ndA,27,"Answer the question based on context:

Context:Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.
Question:
After Clem opened the box, what would Karalynn think Clem would expect to find in the box?","Complete the following paragraph:
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box. After Clem opened the box, Karalynn would think Clem would expect to find"
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.,"After Clem opened the box, what would Clem think Karalynn would expect to find in the box?",banana,2ndB,27,"Answer the question based on context:

Context:Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box.
Question:
After Clem opened the box, what would Clem think Karalynn would expect to find in the box?","Complete the following paragraph:
Karalynn found a box in the storeroom. The label on the box says banana. Karalynn couldn’t see what was inside the box. Karalynn opened the box and found a cable. There is no banana in the box. Karalynn closed the box and put it back. Clem entered the storeroom and saw the box. After Clem opened the box, Clem would think Karalynn would expect to find"
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.,"After Florencia opened the briefcase, what would Florencia expect to find in the briefcase?",fork,1stB,28,"Answer the question based on context:

Context:Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.
Question:
After Florencia opened the briefcase, what would Florencia expect to find in the briefcase?","Complete the following paragraph:
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase. After Florencia opened the briefcase, Florencia would expect to find"
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.,"After Florencia opened the briefcase, what would Karalynn think Florencia would expect to find in the briefcase?",fork,2ndA,28,"Answer the question based on context:

Context:Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.
Question:
After Florencia opened the briefcase, what would Karalynn think Florencia would expect to find in the briefcase?","Complete the following paragraph:
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase. After Florencia opened the briefcase, Karalynn would think Florencia would expect to find"
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.,"After Florencia opened the briefcase, what would Florencia think Karalynn would expect to find in the briefcase?",fork,2ndB,28,"Answer the question based on context:

Context:Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase.
Question:
After Florencia opened the briefcase, what would Florencia think Karalynn would expect to find in the briefcase?","Complete the following paragraph:
Karalynn found a briefcase in the parking. The label on the briefcase says fork. Karalynn couldn’t see what was inside the briefcase. Karalynn opened the briefcase and found a corn. There is no fork in the briefcase. Karalynn closed the briefcase and put it back. Florencia entered the parking and saw the briefcase. After Florencia opened the briefcase, Florencia would think Karalynn would expect to find"
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.,"After Meira opened the cabinet, what would Meira expect to find in the cabinet?",banana,1stB,29,"Answer the question based on context:

Context:Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.
Question:
After Meira opened the cabinet, what would Meira expect to find in the cabinet?","Complete the following paragraph:
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet. After Meira opened the cabinet, Meira would expect to find"
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.,"After Meira opened the cabinet, what would Sara think Meira would expect to find in the cabinet?",banana,2ndA,29,"Answer the question based on context:

Context:Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.
Question:
After Meira opened the cabinet, what would Sara think Meira would expect to find in the cabinet?","Complete the following paragraph:
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet. After Meira opened the cabinet, Sara would think Meira would expect to find"
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.,"After Meira opened the cabinet, what would Meira think Sara would expect to find in the cabinet?",banana,2ndB,29,"Answer the question based on context:

Context:Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet.
Question:
After Meira opened the cabinet, what would Meira think Sara would expect to find in the cabinet?","Complete the following paragraph:
Sara found a cabinet in the squad room. The label on the cabinet says banana. Sara couldn’t see what was inside the cabinet. Sara opened the cabinet and found a mango. There is no banana in the cabinet. Sara closed the cabinet and put it back. Meira entered the squad room and saw the cabinet. After Meira opened the cabinet, Meira would think Sara would expect to find"
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.,"After Karalynn opened the chest, what would Karalynn expect to find in the chest?",vest,1stB,30,"Answer the question based on context:

Context:Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.
Question:
After Karalynn opened the chest, what would Karalynn expect to find in the chest?","Complete the following paragraph:
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest. After Karalynn opened the chest, Karalynn would expect to find"
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.,"After Karalynn opened the chest, what would Neila think Karalynn would expect to find in the chest?",vest,2ndA,30,"Answer the question based on context:

Context:Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.
Question:
After Karalynn opened the chest, what would Neila think Karalynn would expect to find in the chest?","Complete the following paragraph:
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest. After Karalynn opened the chest, Neila would think Karalynn would expect to find"
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.,"After Karalynn opened the chest, what would Karalynn think Neila would expect to find in the chest?",vest,2ndB,30,"Answer the question based on context:

Context:Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest.
Question:
After Karalynn opened the chest, what would Karalynn think Neila would expect to find in the chest?","Complete the following paragraph:
Neila found a chest in the recreation room. The label on the chest says vest. Neila couldn’t see what was inside the chest. Neila opened the chest and found a fork. There is no vest in the chest. Neila closed the chest and put it back. Karalynn entered the recreation room and saw the chest. After Karalynn opened the chest, Karalynn would think Neila would expect to find"
